face_cosine_similarity,face_hist_correlation,face_block_distance,ela_mean_discrepancy,ela_variance_anomaly,edge_density_difference,qr_signature_match,ocr_qr_text_similarity,checksum_validity,aspect_ratio_deviation,color_channel_imbalance,laplacian_sharpness_ratio,face_crop_resolution,tamper_localization_score,database_record_match,doc_type_encoded,compression_quality_ratio,liveness_score,label,label_name,fraud_risk_score
0.4126643925277724,0.58,0.7658384230230219,7.457704001094903,14.621189367504655,0.035418395085036275,1.0,0.9410300898093263,1.0,0.05100799071748878,0.08702414199217481,1.057207331479202,0.9447406902498638,5.964657210429328,1.0,3,1.0,0.8536435429719624,1,IMPERSONATION,87.51313419263288
0.9515831012850128,0.7912723101124609,0.19618346411484885,3.164956914009479,26.42556098217195,0.04853551847616014,1.0,0.9588262609933994,1.0,0.018861108072329776,0.06423281213446652,0.9700857176425941,0.9211068242690603,1.7305837462765834,1.0,4,0.9985249581356689,0.9450250413946466,0,GENUINE,3.193118383232579
0.8381275738830468,0.9030086853474784,0.15116647543235884,3.2388807914060047,12.041016389542149,0.044425722434610654,1.0,0.9681959759706613,1.0,0.0244319865991573,0.05281685933114831,1.0389696931217662,0.8607847524490441,2.795989525922317,1.0,4,0.92195364566364,0.9720696319964368,0,GENUINE,7.2006543743470734
0.8762685389800413,0.9287047351909352,0.13329613845100297,4.4775271110723205,12.382013967847307,0.03952895698251524,1.0,0.9547693722629149,1.0,0.018685274043283323,0.06652094342883014,0.9763235762761783,0.839671144963066,5.124375856308131,1.0,1,0.9952581631476194,0.9116916700444104,0,GENUINE,5.824903915384718
0.4352480533713138,0.5217733135708329,0.5591653987143456,27.109503574067706,138.99221191080565,0.2997762719701306,0.0,0.5977016844768445,1.0,0.06,0.34276049751579807,2.5691131183939873,0.6374711115937984,88.72510340953004,0.0,0,0.4465155919131331,0.8066662319979346,2,FORGED_DOCUMENT,94.61291549096225
0.6165190179266069,0.86,0.3867023412847518,22.310480150897657,123.54958378045549,0.3193717184557079,0.0,0.6096326186326005,1.0,0.06541215089454874,0.2500597569812698,1.9555398268176079,0.7953954638151588,70.91772165212433,0.0,4,0.3247035368961996,0.3212483375125354,3,SYNTHETIC_DEEPFAKE,90.3647311628491
0.5868745357613665,0.5746978284903591,0.434076889012048,22.009263452731474,131.88321082407933,0.18805646368026163,0.0,0.5162970596934858,1.0,0.03,0.3727174827562618,2.6864842522085284,0.5662909283924356,39.05317649806033,1.0,2,0.7907334327078092,0.15722203272095356,3,SYNTHETIC_DEEPFAKE,96.31067200949968
0.8258685735716701,0.8233302515846627,0.1773136804778833,2.8995667657498267,11.022415916393417,0.01,1.0,0.9421074744422004,1.0,0.02939579412355179,0.03199891534671502,0.8626550239897781,0.8589461267955967,2.354303336263544,1.0,1,0.8602348462608297,1.0,0,GENUINE,4.391835596791279
0.3261489916945836,0.39389437660456994,0.8875351927370966,2.100986751226844,28.371442933136883,0.10991958839424298,1.0,0.8378008536519859,1.0,0.010405144879807073,0.09539865664190537,1.1997850009665887,0.9696749209924996,6.6392571738789865,1.0,3,0.9790887756522305,0.9231432246922056,1,IMPERSONATION,87.76349400424556
0.3183495740029661,0.3670848669620644,0.6702245010555492,4.025893784819275,28.984528530656796,0.07826953339477305,1.0,0.8888395213471322,1.0,0.03014565974100838,0.09199179496652655,0.8316540959744877,0.9317056130508661,6.44899473514103,1.0,0,0.8740386576968202,0.9864802243029761,1,IMPERSONATION,83.11768125426848
0.21348127662701685,0.3376913406329401,0.5582635370368353,2.013335868304199,24.72071529171123,0.04260727324798652,0.0,0.8930654967612197,1.0,0.021877792859531932,0.18,1.1711050628558681,0.9371794831334166,1.9491689273868782,1.0,3,0.8629930155459763,1.0,1,IMPERSONATION,86.22314385436256
0.4004319804821056,0.4710965325547931,0.3088077547857452,24.027651937924382,191.662154114455,0.29760953563995435,0.0,0.14916433434274126,0.0,0.11292831062996059,0.4086827757732758,2.553781638515989,0.6109674221170658,86.45007116433646,1.0,3,0.6745749111424829,0.5471558904492614,2,FORGED_DOCUMENT,96.0436934309449
0.5203325169131527,0.3877204542721859,0.5244510810323747,19.53832640039998,138.74026670521525,0.3183295302226218,0.0,0.33602706043844965,0.0,0.23217512823531875,0.2927502909387016,2.8132689402901336,0.6001361622584995,79.68716820636601,0.0,3,0.2658353549907602,0.445245312420186,2,FORGED_DOCUMENT,87.73303369473317
0.6075989453864011,0.4542553367369999,0.2992873000646866,21.00076630038863,125.50396346152648,0.203818250185382,0.0,0.5810317921541924,0.0,0.16931290690961967,0.27115151414080285,1.2237066380134554,0.8168982540364645,41.161308819133836,1.0,0,0.671425164114523,0.2906658170763342,3,SYNTHETIC_DEEPFAKE,99.0
0.4566915696103468,0.4115023457017585,0.8054357935647247,3.0288274719043544,9.215605972809087,0.04056485437133682,1.0,0.8949632781694623,1.0,0.06831336116931044,0.12165287918774248,1.1932299299660132,0.857174661026963,5.051855183325449,1.0,1,0.8615937728798488,0.894576205796768,1,IMPERSONATION,86.14938899558969
0.8170595846457709,0.8501947659645105,0.2310214822552037,4.546876244627946,18.850408832616008,0.041792163198552175,1.0,0.9245581805010359,1.0,0.030224409523938105,0.01,1.105490037962071,0.9689705450417031,4.478146923590791,1.0,4,0.9434743665264721,0.9398925724799614,0,GENUINE,5.1802113242521735
0.9877098733983378,0.8447844647428179,0.17831700652595112,4.798181811326315,8.023030648032853,0.09,1.0,0.9327092114955464,1.0,0.02638623649837644,0.08693960662895206,1.0465955269354432,0.9093263681546333,2.707761943582663,1.0,3,0.9752771964153295,0.8826051144412904,0,GENUINE,2.3300750254337745
0.4080276333544347,0.5162528945425501,0.562591590807118,23.942923091043415,225.1102841080159,0.2511415553404475,1.0,0.1817850447364998,1.0,0.08642945410973644,0.3032501436719633,2.3229296853862307,0.7586146911449342,99.0,0.0,4,0.5670019444055013,0.8146416283074037,2,FORGED_DOCUMENT,89.10465147208218
0.7570291290287005,0.8761473578388238,0.22277172419576624,3.0907778531198815,21.14035957413887,0.01,1.0,0.9737163919107754,0.0,0.01606617702255343,0.034751640987941715,0.9439636358783869,0.9003194208983496,3.073649973538803,1.0,3,0.8875134719521792,0.9374234086653289,0,GENUINE,0.21108188444443154
0.3999233704538152,0.4805902916384713,0.5781754578514774,28.801534929099205,133.7775236976783,0.1716702906581617,0.0,0.3040260567910809,1.0,0.260882397833024,0.304663410611613,2.65567402271837,0.6931267403244248,92.27449356745038,0.0,3,0.4490126258227213,0.8594080766537087,2,FORGED_DOCUMENT,93.93758703036606
0.7291121261250665,0.6712641288762876,0.4088596742986376,15.928209337541677,127.34972717125262,0.08732775825928067,0.0,0.5527848621908031,1.0,0.05112816750585521,0.16299013779139376,2.0931559244119655,0.7580972137706078,73.1618315954529,0.0,0,0.5690912754958418,0.06360652083495014,3,SYNTHETIC_DEEPFAKE,89.35235549206763
0.3440340029091497,0.15,0.7019015737749082,4.796828893418866,26.807430777043024,0.03131925111803856,1.0,0.7926754368548066,1.0,0.05444339088635631,0.0568539245676468,0.9259240562472146,0.9079697578028789,4.732352170008774,1.0,2,0.9433946813245347,0.818897771543836,1,IMPERSONATION,70.69828165678769
0.843512444304493,0.6772845071059653,0.4882709691822175,21.556798436360364,128.46358768487096,0.25286111212057716,0.0,0.48096617760841565,0.0,0.1365200793051602,0.21408489943777903,1.1231412162475511,0.7101975884018381,85.15525082181757,1.0,0,0.6723839988467221,0.12685505804822322,3,SYNTHETIC_DEEPFAKE,93.68638067640464
0.8222160931952893,0.8011252269626944,0.12594409705647042,2.7478657862341467,16.345109046162243,0.04604308633637729,1.0,0.9654221966229171,1.0,0.0341820848949764,0.05883796985426253,0.9537600856288825,1.0,4.13149934772188,0.0,2,0.8550402872749745,0.9665446503028672,0,GENUINE,9.538966825193416
0.932898385416967,0.8494419151078367,0.2239972069445013,3.892841969177142,13.332294792030417,0.07046248154539314,1.0,0.9761673013105397,1.0,0.011243817466152429,0.02234400538071328,1.1126177547531642,1.0,0.4021486392712883,1.0,3,0.9625187694676228,0.9818993681791326,0,GENUINE,4.563010150713645
0.6387024517578568,0.20876794362804907,0.6079431139056206,14.086817260872937,222.79964748666737,0.32355277846860914,0.0,0.5651318160235969,1.0,0.14069415849888559,0.19055926281765678,2.3090903958178415,0.7585793856738694,59.86376954110303,0.0,2,0.4356788704588827,0.6438650204778062,2,FORGED_DOCUMENT,94.93835076717703
0.47620865364389214,0.48196033434906366,0.78,27.425045904568115,241.8008610683033,0.22527331502719466,0.0,0.05,0.0,0.21492454106401024,0.3758589150428654,2.410079835558655,0.5348160238287785,71.33588897833692,0.0,3,0.5265033549890574,0.9065492103930971,2,FORGED_DOCUMENT,94.68673880029036
0.6613105966097999,0.86,0.39194067353945927,14.178425300014702,50.0,0.20005689307533084,0.0,0.3537797958117186,0.0,0.14063692569595637,0.20925056447743526,1.8191353073630718,0.7103625375034226,92.0,0.0,3,0.85,0.35644514460602894,3,SYNTHETIC_DEEPFAKE,88.4714532151611
0.8741228352408895,0.9361119411597947,0.15562112274741072,3.3511778991714802,14.713169947219784,0.045460762163324946,1.0,0.99964376327628,1.0,0.00885374597020372,0.044295393682551025,0.9123262646372344,0.9294587869282689,1.0704412626785662,0.0,1,0.9778029307147635,0.9554699843975052,0,GENUINE,1.2287479198136628
0.3646743481875961,0.2612578688468,0.5886575086280825,3.301045817064412,25.157152666853328,0.07074899444798305,1.0,0.85223000223301,1.0,0.015066771271586073,0.1662886354979095,1.085490548484462,1.0,1.15923280379132,1.0,0,0.981347786887208,1.0,1,IMPERSONATION,77.41583354930788
0.848745170839799,0.8643800017390029,0.08273157738822505,4.788817796718022,28.63782198616818,0.05741152431628483,1.0,0.9192823430751965,1.0,0.01810918530838127,0.020008250875941342,0.8870356697760693,0.9193860861443842,2.670100094908907,1.0,3,0.992448409215696,0.9777762527578148,0,GENUINE,3.382909267344663
0.99,0.9174415855599879,0.23696615701210375,2.187714219592527,16.416816442292856,0.04484493967863251,1.0,0.9023669774060111,1.0,0.01632841480046136,0.0463333131299843,1.1453866888823747,0.8802281026181518,4.441278024493431,1.0,4,0.9299184505365484,1.0,0,GENUINE,5.179100599722331
0.5248676499275847,0.6095837095965865,0.5347674839831541,27.475595779187024,264.3044743472814,0.15842926507859,0.0,0.29979055528966186,0.0,0.09259195268899863,0.4025236508484655,1.8153185950105721,0.4325294139087287,74.98900907548962,0.0,2,0.7074602903271001,0.8267810790733743,2,FORGED_DOCUMENT,87.1110939427071
0.7637394166735603,0.5748406764688161,0.31213294454584173,10.81115405023333,125.40724359154024,0.22549413402944307,0.0,0.3994781794122568,0.0,0.13027320988349028,0.45,2.0471012241979376,0.78024496696981,92.0,0.0,3,0.4926150110075391,0.18371119419751525,3,SYNTHETIC_DEEPFAKE,92.92329180040193
0.18633324535700613,0.1545578065763351,0.793476456799938,5.124995964706677,22.70378837703335,0.04679176089447589,1.0,0.8428697286183259,1.0,0.01,0.050557453861259434,1.033359372547336,0.9287904037752335,3.4201470732532724,0.0,2,0.8339260648906189,0.8243089422612632,1,IMPERSONATION,73.78327385009804
0.37202485030222965,0.5717294108993181,0.3923288314407389,23.071406988493436,155.76990888773466,0.20969598374489484,1.0,0.24403886114967482,0.0,0.19450869066807303,0.15,2.9142430388644955,0.42575923631753454,62.156155898404776,0.0,1,0.306719357189998,0.95,2,FORGED_DOCUMENT,95.90910972219302
0.957921844019015,0.98,0.1669033456069825,4.575166595383444,14.904095940235234,0.029252464515569104,1.0,0.9714313900170063,1.0,0.023528418341378938,0.04462745656226821,1.1700420437688148,0.9486514668025703,3.1830972564673226,1.0,3,0.9073036746234263,0.9628516588302954,0,GENUINE,0.0
0.25998937124344346,0.49250366123053474,0.7072605736288639,4.6030581794203105,17.880541096150367,0.05980384368993414,1.0,0.8735545111028137,1.0,0.027556955078104024,0.0854915511795066,1.2618231897552743,0.8278172124218632,2.7644959929705606,1.0,0,0.9559706558572731,0.8973571704621296,1,IMPERSONATION,83.37115643017549
0.8879042095868496,0.8547226539209353,0.17043054914844483,5.12007320714416,11.824269891002695,0.0528819084448392,1.0,0.9257019503151275,1.0,0.01751865596738649,0.05857433203337792,1.0209201657686453,0.9119906518833787,0.0,1.0,2,0.9472117952201378,0.9174052740436262,0,GENUINE,0.509343639995552
0.8580677629745097,0.8332975261520593,0.2143282411085305,3.427560346169516,12.686423910508505,0.02332399996728811,1.0,1.0,1.0,0.01821780519614763,0.022715044895641794,0.85,0.8887681678662943,2.205216820858925,1.0,0,0.9779669482571068,0.9368870589462921,0,GENUINE,3.353765089269257
0.3239195339688798,0.4127559059487712,0.8444806926866515,1.150045401592442,20.092354444648933,0.032029376195270326,1.0,0.9468804199792402,1.0,0.04207721197667531,0.036759615775479995,1.000872354317528,0.9859265895902877,1.2578744373191237,1.0,0,0.8350497628211866,0.8755258806641295,1,IMPERSONATION,82.83183479383176
0.19704095681879966,0.5460164021810251,0.7143905453533267,4.44102824718848,34.91826603397862,0.10034055519691845,1.0,0.9590798571197122,1.0,0.02199885132234948,0.07779594201070716,0.9446524268108187,0.8533568179408865,2.766732242662134,0.0,0,0.8718816778227002,0.9419604975842092,1,IMPERSONATION,83.65267257409391
0.8159022484220414,0.6689673005005627,0.4947393818874689,20.469972212667425,112.3332452876312,0.08,0.0,0.6580981444754885,0.0,0.05503404678877259,0.22252379662628466,1.181470525073018,0.6999294240000512,86.92730257473762,0.0,0,0.366955520510038,0.23549574007305493,3,SYNTHETIC_DEEPFAKE,86.0244011534337
0.9382314292007926,0.9019374111570625,0.22383293127148146,4.640291544034903,17.706203336345226,0.03852777768416187,1.0,0.9515333643303836,1.0,0.022954775244231833,0.028053082628666834,1.0540922198558953,0.9156793246584194,2.9134527368311116,1.0,2,0.9511489213988263,0.9587473236910455,0,GENUINE,2.9890607700767413
0.7383805025975785,0.67701650510905,0.28557405039591427,8.0,106.69477813020303,0.17646289770828122,0.0,0.6112003106068645,0.0,0.03,0.4416626698315605,2.0656034397175977,0.7508853286231832,85.6222193534496,0.0,3,0.3,0.13544064580508972,3,SYNTHETIC_DEEPFAKE,82.71987926657701
0.844329036836545,0.891182996292245,0.13407607446748304,3.417131574720388,21.760898917782665,0.06069841854161198,1.0,0.9861337411029507,1.0,0.01673976467832159,0.04499754797850978,1.15010524331623,0.8861793489757981,0.0,1.0,0,0.9530770949505665,0.9412359788476454,0,GENUINE,6.273513952958723
0.3005982061635497,0.3105124307045883,0.7735983822750485,3.1391876399635024,32.035921553228555,0.06489338134096231,1.0,0.9193875022033677,1.0,0.035634810969325775,0.1310077561797776,1.1565362969383726,0.8388996630253392,4.547359312061047,1.0,2,0.9258384585661695,0.8101302279198953,1,IMPERSONATION,91.19306096693893
0.8694468512540598,0.858624336474914,0.17757426880202337,3.8523229356469444,28.670306242584516,0.027547012765310963,1.0,0.9658382236571172,1.0,0.013882309090947146,0.04925926405903176,0.9770697775482741,0.8853789510063073,0.3905238044922492,1.0,4,0.9366757770948522,1.0,0,GENUINE,2.4425063493254004
0.23751804075869054,0.38667314976864053,0.7254849631185999,4.037561891705291,19.502790261313667,0.05359046439415513,1.0,0.9464783129314144,1.0,0.044184984501766264,0.0414326797931956,1.125295423427119,0.7569063141653924,4.302866473888756,1.0,4,0.952914195033474,0.8724654212623989,1,IMPERSONATION,72.18327754709006
0.5121651460201004,0.6590464377705154,0.519902773033443,32.984013819484154,248.2311005628418,0.3536487274646475,0.0,0.46251053504330786,0.0,0.2987833174163337,0.2438948809353423,2.22324366114311,0.4310962210182372,57.53577139722702,0.0,2,0.47468215146890125,0.810320809795604,2,FORGED_DOCUMENT,91.76888090110347
0.6698820944384413,0.7656087136338259,0.4324637456607428,11.9505562419202,106.76324481333953,0.08820560439455426,1.0,0.41589828902933645,1.0,0.1984271844943982,0.20287580647521375,1.913063115662638,0.98,83.16054330207035,0.0,0,0.5768784227760275,0.3429054059054437,3,SYNTHETIC_DEEPFAKE,79.24854155292411
0.4945055429649911,0.5558114332252516,0.4955112794278284,32.86791858440438,95.0,0.3440361815664328,0.0,0.3533724517759324,0.0,0.13394829747033835,0.4054092013906476,2.772753073568261,0.654250888592649,74.95688390768446,0.0,1,0.39534407920307435,0.5652744418436523,2,FORGED_DOCUMENT,94.14189190195609
0.8015003867306589,0.6737212884307663,0.3744770502962468,25.88239582032861,235.7159116559472,0.17270722302340197,0.0,0.49523141356697686,1.0,0.19936426830565085,0.41614839830172756,3.2925487562336664,0.5715600088153031,71.7850435588103,0.0,1,0.41445259575389815,0.7455925549838177,2,FORGED_DOCUMENT,87.10708677126921
0.7697746817711283,0.7297972259935047,0.23929500232832396,2.7147535416764805,35.0,0.01,1.0,0.9396685376284217,1.0,0.016645050409716568,0.06041292849458135,1.0032341017370896,0.8692913028086365,4.071640546362069,1.0,4,0.9638546992966943,0.9807576580036452,0,GENUINE,2.2956698912967
